tempo,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,spectral_centroid,spectral_rolloff,zero_crossing_rate,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_contrast,spectral_bandwidth,spectral_flatness,energy,rms,rms_std,rms_max,rms_min,hnr,genre
[123.046875],-250.87863,163.09831,-3.8807113,30.153528,5.576422,7.4960384,4.0248203,-2.1106052,-5.4704103,-1.0583411,-9.981246,1.8183813,-8.760416,72.55221,26.469475,31.08348,19.674978,20.904198,12.128931,12.611129,11.333339,11.891068,9.748161,10.191552,9.050308,894.2258292361416,1639.0484222317627,0.0386807940692724,0.07686034,0.1372649,0.04897386,0.12889284,0.37684637,0.13102989,0.2790282,0.124731936,0.27791253,0.25372958,0.13683157,0.36887378,24.267657990453095,1195.388011851211,0.00030309462,20.8159,0.11056769,0.062339116,0.29771623,0.019675247,13.359814,country
[135.99917763],-185.1138,120.50994,29.717457,56.400288,-3.0346625,22.222616,-10.344739,20.05401,-13.685051,9.170436,-6.4285364,3.2967808,-8.737772,85.59922,36.409157,20.966581,20.7687,18.74473,13.2897415,17.201277,12.014931,12.1766815,10.97023,8.611755,9.437378,1535.3805435364145,3510.4121063515868,0.0525389869146671,0.18711744,0.056615636,0.100659266,0.36231464,0.047152642,0.24314356,0.11135234,0.38712895,0.338808,0.083854936,0.28469363,0.056524128,24.852743388976737,2011.4662789164825,0.0018629772,30.406384,0.14543544,0.048814792,0.2682413,0.037097473,8.29609,country
[112.34714674],-101.38996,120.45385,-0.40658712,49.042423,-15.863626,19.873766,-13.094367,18.574186,-15.706966,15.254118,-5.9068427,6.6473475,-10.359329,57.646248,20.06701,19.617264,12.988951,11.295659,10.452154,10.272447,9.038462,10.033095,9.664792,8.739233,7.418661,1796.1137426759587,4163.80815535507,0.0732701540731424,0.21146083,0.13279349,0.17080773,0.4812865,0.18439434,0.26445264,0.14646417,0.28181723,0.27216268,0.15052871,0.45421207,0.09828985,23.115857380018166,2148.3012551703027,0.004486727,37.86698,0.16375947,0.04991638,0.29990765,0.0519843,3.7506595,country
[66.25600962],-217.74222,128.34691,-7.513693,39.265003,-2.5556235,18.173012,-15.166711,16.770924,-15.265886,4.8992114,-6.5137625,2.8973584,-11.506306,58.811954,25.634882,16.27704,16.106575,14.295863,12.926786,11.348372,12.151826,9.847953,11.928101,10.4246855,9.391996,1512.285769157878,3238.930414630902,0.060115282749613,0.35561624,0.0831642,0.21099976,0.17793585,0.21811838,0.39187753,0.10187965,0.20399769,0.11395273,0.14447728,0.19107787,0.052256085,25.033357310720486,1865.6110493735248,0.0010747481,10.113282,0.082580954,0.031749062,0.16694063,0.0152950855,10.134666,country
[112.34714674],-99.32007,117.56864,-29.88463,40.83229,-15.2631445,27.980684,-11.955396,13.331404,-11.367624,10.538834,-8.748047,8.41087,-6.8442154,51.827866,23.8662,15.543776,15.293461,11.369389,13.105043,11.075042,8.534715,8.806241,9.377917,8.461807,8.488718,1935.1584683595631,4048.7838508913023,0.0947696461397058,0.22770587,0.23102558,0.21713422,0.30948836,0.41359124,0.23034725,0.26033813,0.19996543,0.26079687,0.3064245,0.23942772,0.33341712,22.858640640065488,1970.077380532378,0.0042850343,30.498844,0.1442469,0.05290317,0.3345997,0.036298696,3.4353797,country
[143.5546875],-42.16572,106.278336,-24.220882,44.671467,-12.33506,20.518545,-16.044445,18.488562,-18.78101,15.5109,-15.4647255,8.930742,-9.987847,45.279137,23.967136,16.10357,12.301299,11.211257,10.036339,8.968149,8.113114,9.062542,8.323086,7.7630754,7.9206567,2157.2057766804382,4477.88958948094,0.1082567150009675,0.24129526,0.34042472,0.18646856,0.24984995,0.24598439,0.30675307,0.43198964,0.19788001,0.2135057,0.1826594,0.2062631,0.2999492,22.500485113090264,2160.0886591075173,0.0075867013,68.423294,0.22073805,0.06506853,0.3916586,0.07075236,2.5240507,country
[112.34714674],-102.51608,135.7217,-46.895443,32.746296,-11.16036,23.465744,-9.766422,16.901648,-11.6851015,13.207406,-7.183144,4.735628,-8.202425,43.934692,19.129076,14.984765,13.958892,11.532996,13.301487,11.1164,7.929573,9.247278,8.50692,9.971457,8.62188,1701.133231854635,3242.2803943740323,0.0988675049583978,0.098074846,0.18700452,0.30122313,0.21558888,0.4041547,0.23773234,0.28832808,0.30203187,0.26117533,0.48893732,0.113267645,0.14355662,22.525780211394505,1709.034417820481,0.0024552778,25.93295,0.13643475,0.03817725,0.28637996,0.06622881,3.3686948,country
[151.99908088],-96.28298,131.92026,-26.322138,35.98216,-22.80771,14.489158,-11.834168,11.80155,-21.218061,11.527786,-12.925014,7.1762304,-13.93854,42.31108,21.145195,17.300581,14.021032,13.390402,12.1405325,12.899322,11.153888,10.095889,10.155132,7.499921,9.717597,1711.210421666456,3556.48682774405,0.0822735009916795,0.18302591,0.34663975,0.27881822,0.18186374,0.31622306,0.22142558,0.370063,0.23753816,0.21278009,0.33092234,0.17437142,0.25838375,22.33823282395672,1873.5602980165904,0.0033340387,34.749832,0.1565894,0.048743367,0.28769556,0.013714854,3.4787757,country
[151.99908088],-167.00983,132.44342,-17.294891,46.932304,-3.6503565,20.946674,-8.830444,8.546586,-15.151556,8.105514,-16.944101,6.6470175,-10.924017,51.574467,28.157711,21.951275,13.8111105,14.216881,12.783539,11.163454,9.689942,9.763396,9.203424,10.600914,9.919687,1549.1920056300596,3290.171771448094,0.0697527906104876,0.11364116,0.1882931,0.1357026,0.24203528,0.3441625,0.10415354,0.3617446,0.16036391,0.270106,0.24533024,0.1814897,0.50816196,23.756469453745083,1823.8559848265645,0.002459886,13.739407,0.09581227,0.038134295,0.23094791,0.03296613,4.2249236,country
[64.59960938],-328.72546,167.05113,12.98839,28.820633,11.246061,14.426724,11.705959,7.804122,-11.729083,2.385381,-8.347571,-3.857314,-6.7459245,85.17587,30.841066,36.108856,18.272833,21.735996,16.370375,10.93177,10.904272,11.281999,14.208754,9.720458,9.365146,857.9961382033514,1445.8079240639513,0.0353818722184597,0.17894258,0.28137463,0.12412407,0.25195268,0.15750368,0.28979096,0.16208248,0.15563318,0.29149106,0.12299746,0.2631283,0.10458253,22.64441968990558,1237.6766228928475,0.00065873825,5.5619802,0.055430457,0.035105597,0.18982428,0.008712079,8.008967,country
[117.45383523],-139.62306,128.79353,-20.24936,49.443615,-2.1603603,16.988024,-8.355296,9.8182955,-20.150694,2.501784,-11.247767,3.766037,-6.424687,45.49526,24.309814,19.193722,14.493298,13.393882,12.290564,10.178517,9.473795,8.918425,11.671319,9.123551,8.2377825,1425.263507996948,2980.9403079951144,0.0617449025251548,0.38623706,0.15641557,0.19162083,0.11583563,0.2476133,0.29687116,0.16139302,0.40070063,0.10273575,0.20491767,0.085643396,0.24126153,25.414874056980747,1690.6857066356342,0.0014156507,44.768105,0.17611368,0.0602844,0.35308078,0.041683614,8.307248,country
[89.10290948],-169.19261,132.80664,-13.484966,31.182266,6.3355885,-3.7656243,-2.057463,-3.6175504,-4.556713,1.2857978,-6.986225,-7.255016,-1.3873173,40.049644,18.360533,16.346369,12.693686,12.722161,10.191234,8.648597,8.378845,11.477137,8.452188,7.5732446,8.990089,1474.0010327537864,2925.3573107645607,0.059818988244969,0.11532236,0.20834322,0.41202065,0.12965406,0.24693586,0.20172116,0.35682097,0.27787095,0.10783949,0.27908504,0.094215065,0.21468195,20.61082561349475,1885.7963023939287,0.004391495,12.672319,0.09411102,0.030844996,0.2155287,0.030307254,4.9500413,country
[86.1328125],-23.184359,70.25887,3.818911,28.329025,13.76447,5.725915,3.9781454,7.4515557,2.6495175,8.495177,-2.2885163,2.0798767,-3.3781197,31.897467,18.445404,15.3741045,11.645461,10.547838,10.374818,9.273742,7.9569926,7.815953,8.507211,8.552544,6.4754357,2797.969870734425,6220.629051373839,0.1071372962219427,0.10801935,0.20373346,0.2609987,0.20835385,0.18456088,0.13837391,0.41209695,0.2478544,0.23455079,0.20402592,0.15448658,0.1792604,19.807921972163427,2847.657470456079,0.029598998,80.63115,0.24838431,0.026706675,0.33033386,0.13296402,5.2320404,country
[135.99917763],-124.6331,72.52177,16.71368,18.248219,12.224788,8.088155,7.982229,-0.5219015,2.3674657,-0.5643611,-5.5733914,0.53877306,-5.067154,48.315887,24.349167,17.606943,13.4246855,10.996018,8.943239,8.176419,7.8175063,8.702329,7.6294446,7.0264025,7.8135376,2951.9486784809105,6568.8436124346945,0.1247422540150928,0.2064697,0.31931922,0.33412915,0.2750585,0.34143263,0.21696623,0.24569768,0.20232195,0.2832849,0.38859108,0.17679879,0.23012167,18.999563694350044,3036.2061234055395,0.04526913,12.445334,0.09264681,0.03239106,0.18530045,0.031928334,2.9927773,country
[151.99908088],-116.17638,111.72995,-5.245513,33.995697,-12.458564,4.2506166,-14.428153,8.494949,-8.19823,-1.3456503,-12.559847,-5.005492,-2.1499324,49.395573,28.803204,18.122065,9.905096,10.455737,7.369265,8.272279,9.295258,9.737219,7.219788,6.1628895,6.441248,1959.337324250709,4208.8912160773025,0.0942662478231424,0.2843708,0.21718699,0.1853573,0.46553734,0.16001931,0.2668658,0.1597955,0.1956465,0.37215075,0.20511998,0.32875738,0.23291366,18.73760895488224,2147.1033968251777,0.016924385,15.036641,0.104739495,0.025843909,0.1511035,0.008813752,2.5282784,country
[129.19921875],-8.001197,62.728,-1.4580808,28.115849,9.9723625,9.353735,5.420156,9.825023,3.0283055,8.426978,0.3110378,6.545156,0.7390595,18.987032,9.65289,12.179396,7.7927465,8.579517,10.320398,7.0390935,7.302872,7.797085,7.4040318,6.9522257,6.1718,2937.8328051469803,6279.203697180969,0.1269875163264318,0.1994833,0.20899732,0.17968497,0.19461004,0.28293636,0.2839028,0.4141827,0.3053313,0.22858717,0.14208952,0.19182171,0.31422576,18.4603055527851,2839.590747196393,0.044131648,69.18686,0.23043084,0.021256266,0.2841111,0.12740149,3.6408923,country
[89.10290948],-171.28873,160.4967,-17.80444,30.5122,7.514744,-8.2560425,-5.6703825,0.13195086,-8.836377,-2.6552682,0.70573163,-3.78496,-6.5005155,47.40762,24.788141,21.977182,13.298725,13.606633,11.636119,8.540814,8.522358,8.756542,7.2488503,9.729801,7.6049094,1214.054895968694,2274.1112487604005,0.0542086669166021,0.2764791,0.3848971,0.20066945,0.3102734,0.23701057,0.34313163,0.26269946,0.20165741,0.30337626,0.09509703,0.13384138,0.083690435,19.334756078764546,1555.3850334761114,0.0027487087,20.331837,0.11707953,0.045045525,0.26936087,0.03545171,3.7329962,country
[89.10290948],-171.339,137.35457,7.9645786,28.539564,2.7081969,-0.5015101,-2.9561005,-1.1593422,-6.1596603,-2.4005284,-5.853389,-2.1666093,-5.3437123,57.676807,32.472713,11.354983,9.639708,12.020756,7.7389708,5.877518,8.149682,7.466303,7.9627213,7.18312,6.6139174,1469.7849502285726,2966.873726387142,0.063856000870743,0.17505808,0.2691152,0.44704342,0.23368642,0.3336714,0.13735674,0.24423969,0.2581798,0.15585104,0.3101982,0.1833101,0.25148648,18.74961562428992,1959.9876648535565,0.0073124263,10.613046,0.08870292,0.018607125,0.14704992,0.036657307,3.3757777,country
[161.49902344],-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250774,-3.6333375,9.545139,-2.9410644,2.4362512,1.9947803,36.567272,28.702124,20.353632,13.900382,11.559926,13.093038,10.344227,10.045149,10.178609,8.977859,8.63831,8.950903,2174.1604935047117,4348.07370779315,0.1025643835864938,0.20702258,0.14255643,0.39539385,0.22495225,0.16850619,0.118864395,0.14344022,0.43578044,0.3044096,0.27667123,0.16360351,0.1720688,20.605520248415505,2281.058760714112,0.019756043,56.390717,0.2042707,0.043812517,0.35422584,0.08360978,5.0045376,country
[83.35433468],-120.72672,79.31613,5.453445,34.812138,16.550337,13.15254,6.2395873,9.984545,-1.9874377,6.7651973,-6.290685,0.2770041,-6.7018795,41.06487,21.180708,18.737738,13.703669,10.002055,9.182986,8.11098,7.417721,9.606072,7.8547554,7.0829096,7.263345,2307.5397576425735,5187.343632842734,0.0741337165005805,0.18580954,0.27792114,0.2021264,0.21918367,0.41881782,0.1709422,0.15670437,0.12861778,0.2723525,0.45234713,0.14569293,0.17095515,18.848895454902287,2618.0952399297303,0.016251111,29.577345,0.14610802,0.039308127,0.2663757,0.02989821,5.070473,country
[107.66601562],-210.17332,139.61768,-16.979992,58.003017,-9.654812,-1.9645078,-18.001234,-8.207504,-11.778446,-7.882443,0.6071054,-9.965226,-6.466774,57.79224,28.637115,28.386663,14.299013,15.269635,9.107383,9.510177,7.814722,8.732962,7.511264,9.857679,6.5919695,1425.8089845409772,2880.507581964735,0.0601738613825464,0.34699416,0.16451646,0.12197644,0.08099107,0.1601946,0.46879256,0.29895288,0.2651905,0.10714495,0.2402775,0.3346385,0.20796987,19.594476468366217,1648.61482287627,0.0038825665,9.197836,0.07976905,0.027494837,0.16110308,0.015240044,4.59038,country
[89.10290948],-141.0231,123.89308,-2.4948008,27.972536,0.012813225,1.216624,-11.020722,-1.3764036,-7.020709,-6.118951,-5.192486,-2.168428,-4.5938883,44.46576,34.0214,18.325802,14.834349,14.244948,9.068672,10.9946,9.998422,8.189176,8.188305,10.044391,7.5665264,1667.8626239303642,3440.6958612495164,0.0640676398026315,0.42231566,0.20104863,0.24129564,0.14813305,0.2954792,0.2944548,0.23638816,0.4042423,0.10001091,0.123221524,0.07470178,0.2362991,19.309266819901406,2053.1917197851853,0.011799948,23.350327,0.12687828,0.044439998,0.22813995,0.036295623,3.9792655,country
[112.34714674],-23.14604,71.35541,1.3973156,24.474508,16.34997,4.5169725,-3.9798617,18.038275,-3.358467,2.474037,2.9799597,0.83682466,-1.1464858,24.340397,20.720373,16.531153,11.69539,12.482796,11.33077,8.87747,8.158137,8.411009,7.6308346,6.959296,6.689743,2800.214423030315,6004.497024961301,0.1284372430098684,0.23113815,0.20160037,0.31065348,0.32098842,0.3257515,0.3682231,0.17479737,0.21163751,0.1772723,0.25456357,0.305298,0.19166626,18.943218340796513,2773.173156404822,0.04074184,61.489376,0.21448013,0.03988313,0.33988866,0.10894997,3.4235415,country
[103.359375],-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.4728952,7.441096,-0.41490933,6.945586,3.6606066,28.347754,18.35739,13.926512,10.722819,9.762289,8.153298,9.339266,7.56776,7.3199515,7.6929026,7.4301248,6.774068,2898.787368032488,6400.052966421972,0.1129358250290247,0.19284853,0.2779533,0.17665644,0.29462668,0.19758458,0.1818528,0.11837639,0.1585096,0.4177438,0.23460926,0.21895102,0.13636118,19.47225445385936,2878.9661651993006,0.03349182,77.79799,0.24406008,0.025491852,0.3214725,0.15463428,5.8485727,country
[129.19921875],-126.18547,77.63614,3.1659162,19.95085,10.833182,0.7266967,5.2176957,-0.49295208,-0.9993631,5.3890133,-3.735502,-3.5004709,-5.3318467,45.641323,23.192753,18.685165,10.317441,13.153555,10.192545,9.538225,8.867151,8.832314,9.33445,7.387869,6.7965755,2812.414612083667,6062.846672128967,0.129564976175503,0.12772006,0.25119808,0.20420042,0.13853548,0.40629685,0.31802443,0.3511336,0.27361876,0.27071446,0.39279062,0.18156745,0.2042147,18.685140194267586,2842.082595520709,0.043351267,9.71122,0.08002935,0.033342574,0.21600482,0.029111447,2.532413,country
[129.19921875],-24.692423,62.388386,-7.7689857,28.530289,10.947266,5.6092887,0.03292086,13.834209,3.0137305,9.866081,0.81874436,5.8707213,-1.2669297,27.496702,15.932811,15.280561,11.504247,8.988818,9.28905,8.180736,8.241592,8.084328,9.747343,8.3209305,7.570267,2926.865766278933,6172.429342830882,0.1364507999951625,0.30066413,0.27115643,0.27823165,0.20651887,0.2876838,0.20341973,0.318259,0.3328052,0.21993668,0.2168521,0.19155318,0.31461662,18.468209482235615,2736.268564740949,0.047790118,55.56706,0.20384075,0.038177334,0.30146682,0.058344275,3.21966,country
[112.34714674],-199.0945,61.186787,9.970173,23.455229,10.266042,0.021369297,8.005174,1.1249682,-4.8876796,9.501938,-6.344292,3.8612268,1.6283535,73.16859,37.523884,23.43952,15.4994755,15.163015,13.334575,12.736345,11.479874,10.9677515,11.257551,9.399788,10.457489,2838.2033521252542,6046.530104126355,0.1101051543150154,0.13811976,0.29096395,0.4589063,0.13721341,0.16889009,0.10957802,0.19877997,0.31451452,0.13415569,0.23717083,0.16581294,0.24252635,21.386419114299382,2798.4000706520005,0.027892573,10.316437,0.07848472,0.042720094,0.20367481,0.006671286,7.662631,country
[123.046875],-89.73638,36.2862,11.469535,37.49559,9.199136,3.7405186,2.8403578,6.811539,1.4674554,0.09733822,1.0258602,1.1755474,-3.5642974,44.358604,21.371325,17.997496,14.299728,14.058709,8.127074,10.6649475,9.290165,7.7382603,7.570974,7.4319925,7.102167,3760.4244872923673,7442.646662000532,0.2123747551035216,0.29345602,0.42243046,0.26634097,0.2559478,0.34531984,0.2385953,0.29641172,0.23113409,0.25275385,0.31618983,0.1909165,0.2324289,18.98255166353005,3053.0667721793766,0.093471065,12.969013,0.0963117,0.027604178,0.21252887,0.033103112,1.6401645,country
[151.99908088],-118.028564,74.16701,8.2881365,15.462522,6.1549687,8.443999,4.1188307,5.738997,-1.9503189,3.1639109,5.040857,-1.1298938,2.4367032,43.032715,24.01591,17.433277,14.4321575,9.800206,10.433829,9.542185,8.809208,8.90585,9.166735,8.067548,7.547807,2860.3399496357706,6247.037225020559,0.1211579975328947,0.35425323,0.28907612,0.32354143,0.23750745,0.31026894,0.22793104,0.25454912,0.34120655,0.1856872,0.21328792,0.16324778,0.35488322,18.729138313510713,2919.8629475089024,0.038513377,11.87866,0.09092475,0.030441727,0.19503878,0.024458239,2.8673153,country
[80.74951172],-197.73265,106.509026,-4.4345407,37.64394,-0.86065483,-0.95550233,-3.4480147,-0.05124232,-9.299326,-5.1646576,-4.2450776,-3.5471113,-1.3499807,65.215195,30.608866,24.046225,17.874138,17.29681,12.700591,12.071758,9.504444,12.33597,12.418066,9.93222,9.769666,1861.184983990783,3768.960542944563,0.0765112531443498,0.36735463,0.12061211,0.22548513,0.16472237,0.27641273,0.21131094,0.17607653,0.32987055,0.126989,0.16920654,0.13583905,0.29411212,19.597094401055195,2127.1802137761574,0.012429441,8.6527195,0.07468149,0.0334638,0.2291596,0.0115669295,5.590003,country
[117.45383523],-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.404158,7.5194154,-0.9842739,19.53648,12.512724,12.706579,9.653581,7.8836384,10.732003,8.308581,8.500849,7.224203,7.4369283,7.239142,6.4609427,2966.1571589936843,6349.4199392596265,0.1241610028057275,0.23351489,0.15587279,0.14601195,0.18380031,0.3780353,0.24871293,0.19949691,0.14265673,0.22678827,0.35573983,0.24728902,0.3597223,18.681123854397757,2848.1234947138532,0.043553278,57.68878,0.2093933,0.028376399,0.3240539,0.12811355,3.9838188,country
[95.703125],12.1632,58.97738,0.9188625,26.749123,9.2547035,3.5763056,1.583151,8.648173,0.97104156,11.62741,-2.1597261,1.1948514,0.4723694,13.818475,12.007321,13.5184965,10.885605,8.696587,9.290091,8.285004,7.1514277,7.8359423,6.720541,6.647069,6.3178124,3191.4845774083215,6926.349783977119,0.1568788699690402,0.17322516,0.20174448,0.29867202,0.2198995,0.20198499,0.27203983,0.26246142,0.4475531,0.34655067,0.2707401,0.2564518,0.181469,18.091850867231603,2948.097882896547,0.067010745,74.02237,0.23653284,0.036675133,0.3355274,0.12996784,2.648631,country
[107.66601562],-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.2379713,-4.1778646,-6.688474,-3.2634768,-7.9670053,52.007153,21.612637,18.4499,17.939547,17.296356,11.175046,12.434119,10.227724,10.245267,9.249284,9.344774,7.251454,1043.9737111043523,1945.0382386198723,0.0455953403154024,0.28301334,0.1212093,0.18825337,0.09328786,0.25242043,0.2623326,0.20440896,0.25687438,0.2651319,0.36933643,0.23160985,0.22270404,20.30618438490181,1393.023731509997,0.0011348765,17.750843,0.1098368,0.04092575,0.20264672,0.018880548,5.0692744,country
[99.38401442],-120.383224,95.348915,-6.0082717,25.16893,20.961815,-7.1399155,8.552629,2.4400122,-14.6636305,9.296396,-2.3618507,-3.1564727,0.60948336,40.89334,26.776459,17.820217,17.27522,15.034281,13.7045965,8.984155,9.887623,9.459401,11.85874,9.3847475,8.324264,2322.0772479079756,4581.230631258465,0.1043712509674922,0.3472818,0.20681436,0.24675852,0.24440677,0.27641836,0.36389038,0.22514226,0.3038315,0.2375288,0.3022484,0.3103892,0.21961668,19.67540765115332,2545.6257559133423,0.026170434,14.394274,0.0999719,0.033862937,0.20194887,0.02858624,2.3766115,country
[135.99917763],-153.86736,83.68425,-8.418768,13.969093,13.551848,3.773254,3.0063746,6.347874,2.0667963,2.0754557,3.1952746,-0.47532386,-3.0259306,53.414658,28.966492,25.07385,12.952206,12.166001,14.579323,10.359444,8.750514,9.398386,9.319226,9.835832,8.666664,2614.1281512828127,5435.150467722039,0.1192868826190015,0.28765634,0.26366144,0.31481612,0.14160676,0.25303346,0.24136768,0.2677042,0.25906366,0.23150301,0.37532368,0.28451943,0.38477305,19.206108197393853,2655.9181746441463,0.046277456,9.966746,0.07824791,0.039893165,0.22410172,0.014103088,1.8480195,country
[103.359375],-161.09123,74.70691,22.421598,46.011986,5.2690363,25.112387,-0.5864293,10.375498,-6.830219,5.0498123,-0.76978654,1.4022417,-6.0112886,72.96217,36.948055,16.077871,19.827347,15.190921,10.579184,11.351831,8.777232,11.125391,11.528249,7.1008267,8.590903,2409.267879260446,5215.735127829915,0.0868581293537151,0.19627038,0.094586484,0.21998237,0.21806969,0.17357872,0.41842514,0.23495285,0.15224585,0.080070786,0.18054149,0.44933897,0.15252222,19.98700140878738,2533.230941226111,0.02167984,15.578565,0.10520261,0.031466246,0.19306916,0.016523473,4.7736835,country
[66.25600962],-19.72382,76.66849,-4.84972,32.24758,7.6701546,17.224527,-1.4669178,9.14332,2.7177043,9.111842,-2.6976073,7.5035057,0.33303124,22.902485,19.219284,12.581663,12.392753,10.96452,11.20421,7.7818136,7.4345946,9.717079,9.046762,7.9113894,9.230531,2506.169376457896,5478.791870495114,0.1047397294649767,0.1850565,0.20089965,0.14278397,0.14917473,0.4346415,0.2523175,0.17604029,0.11650144,0.20195533,0.24556296,0.14461009,0.3491798,20.422015151205606,2573.5151280626237,0.02059364,98.465576,0.27419728,0.032056447,0.37949747,0.09656652,5.69794,country
[112.34714674],-339.7991,97.78101,-9.6959095,50.986897,7.8249445,11.747368,0.6847606,2.4938345,-4.7754116,0.19351895,-5.9746647,-2.8948967,-6.1570086,83.28801,33.654575,26.242313,17.166346,17.460958,17.059647,11.533471,10.077179,9.204388,8.786081,8.62692,9.097016,1827.093958381686,3647.25294556042,0.0848248839009288,0.15446231,0.59425366,0.099491194,0.17996411,0.068535775,0.22731519,0.09295095,0.2022313,0.49661312,0.10509156,0.119911134,0.05751625,22.158479109867333,2050.585534980529,0.0083924765,0.9939304,0.022713259,0.015918665,0.09286452,0.0026288435,12.547097,country
[184.5703125],-195.12416,114.29301,0.0014296966,38.17855,11.291478,-6.075158,1.2188284,-0.0041929074,-15.420767,-3.5708997,-6.125418,-4.5000505,-0.124756664,55.88364,20.9444,21.105673,15.899984,16.910467,15.152562,12.702595,9.534918,12.390809,9.865537,9.58775,9.430211,1719.3372066856614,3448.595813479586,0.0680532544020897,0.16272748,0.23569259,0.18214664,0.36120856,0.26224947,0.19677354,0.28979638,0.26083088,0.37601343,0.18332031,0.27140573,0.25896287,19.833596062632264,2141.9342898901655,0.006862716,8.600168,0.07503542,0.03203377,0.21791466,0.020714357,3.592681,country
[83.35433468],-353.05423,110.632095,32.743378,24.164183,18.746185,5.924889,-1.7401656,3.8813748,-2.987254,-1.9034864,-2.8664544,-0.9788747,-6.4891205,80.4657,28.244045,26.41409,16.591116,15.213644,11.139137,10.644133,9.328425,10.193837,7.7193246,9.22784,9.845795,1496.56913504939,3056.189852971411,0.0354812669311145,0.34071964,0.068374515,0.13427019,0.09758222,0.14312164,0.5434205,0.11094885,0.11576829,0.09487008,0.20602335,0.20592813,0.09060699,20.37183217607669,2333.0838753541902,0.005867297,2.554785,0.038845718,0.021642508,0.1059896,0.0022881061,18.25043,country
[99.38401442],-173.4441,105.05278,1.155317,24.114843,22.12515,2.542493,-1.5812403,0.17491437,-5.3230443,3.8141825,-4.5238996,-4.5872827,-1.5664963,50.904316,32.128685,21.197199,14.592375,16.42026,14.039001,9.831755,8.280411,9.722705,8.618273,8.711503,7.844397,2069.180155621707,4234.307729053792,0.0850028873597136,0.22579366,0.3126735,0.14913352,0.367083,0.13226245,0.2678048,0.22066914,0.15370171,0.29306513,0.1655723,0.29593608,0.11750257,18.779249607125415,2437.8452686900728,0.020540636,7.753043,0.07204185,0.028474186,0.15215349,0.01922251,4.0023932,country
[92.28515625],-133.3365,78.990364,-5.650647,35.522865,-7.5477085,7.9280396,2.7298074,0.39645377,-1.13313,-1.1071386,-7.8454437,-1.1711785,-4.814018,64.49481,27.269648,21.789461,19.324232,12.804251,11.447989,10.936654,10.454959,9.419958,8.542961,9.420887,8.476112,2456.555660328369,4914.728614641786,0.1236156546294504,0.1589079,0.27362958,0.23414229,0.3513855,0.3285629,0.18144873,0.3572608,0.1982593,0.2495394,0.15936731,0.16056195,0.42099273,20.98757812314484,2387.529908663703,0.022596162,17.1022,0.10454683,0.048030794,0.2304791,0.014349724,3.8246074,country
[92.28515625],-100.73443,106.97025,-27.180391,29.091337,5.039497,-5.4290433,3.2457461,-5.1666436,-5.1038213,-0.8067117,-3.8309824,-2.7171006,-6.651432,43.999214,21.148783,23.913818,15.366126,14.898799,11.339405,10.86953,6.8434143,8.304021,7.6654077,6.697849,7.178063,2012.199882549725,3908.326366885158,0.0973951026751161,0.09438381,0.2370285,0.22206116,0.2028281,0.440612,0.19656605,0.2812311,0.22627711,0.27077085,0.4520513,0.15501025,0.18838634,19.417906683879934,2140.5495163521114,0.016998839,18.88089,0.116559245,0.03205674,0.23072238,0.037314933,2.650278,country
[107.66601562],-194.26962,151.78432,-3.0342524,29.480589,9.101757,5.9855814,3.784445,3.7657218,-5.8694096,1.5940248,-3.7664156,0.92959195,1.9723039,55.903362,31.181976,20.132309,18.175901,17.054132,12.166467,12.21448,12.150966,10.536432,9.909704,9.80454,8.185275,1270.4148783967134,2498.2598933642125,0.0548318679856811,0.25829956,0.19159245,0.44461325,0.16388094,0.14864777,0.075125456,0.2345005,0.28140673,0.1367619,0.34546387,0.18054761,0.28689626,19.83222369168656,1702.296029495803,0.0040547126,14.740351,0.10049913,0.03617824,0.19257346,0.027095674,4.3723083,country
[99.38401442],-237.99352,97.70346,6.526743,45.977615,2.1547685,16.221973,8.825113,7.7670083,-0.59379184,4.4802604,0.14091592,3.021077,-1.6638006,68.26213,31.351099,18.899214,14.692184,14.438043,8.723572,9.639346,9.327171,9.47581,8.409798,7.4960976,6.900149,1823.433021587461,4016.8007109556406,0.0676016320385062,0.044087857,0.07605979,0.03756967,0.17779762,0.4123552,0.06303819,0.2263924,0.07453942,0.16591856,0.24034503,0.2037875,0.49035305,23.325944346843627,2206.257974253683,0.009258575,6.3030853,0.06050447,0.03489639,0.19911994,0.008899428,9.434642,country
